Time (UTC), Frequency (MHz),Level (dB/Hz)
1433497355.0, 98.341796875, -48.9809734069
1433497355.0, 98.34375, -48.987531544
1433497355.0, 98.345703125, -48.9940417597
1433497355.0, 98.34765625, -48.9998490458
1433497355.0, 98.349609375, -49.0059035566
1433497355.0, 98.3515625, -49.0120383835
1433497355.0, 98.353515625, -49.0180846297
1433497355.0, 98.35546875, -49.0248928316
1433497355.0, 98.357421875, -49.0312840843
1433497355.0, 98.359375, -49.0371528285
1433497355.0, 98.361328125, -49.042495678
1433497355.0, 98.36328125, -49.0475770794
1433497355.0, 98.365234375, -49.0528871495
1433497355.0, 98.3671875, -49.0573928677
1433497355.0, 98.369140625, -49.0616980236
1433497355.0, 98.37109375, -49.0654417926
1433497355.0, 98.373046875, -49.0683813044
1433497355.0, 98.375, -49.0707067442
1433497355.0, 98.376953125, -49.0725529466
1433497355.0, 98.37890625, -49.0745150326
1433497355.0, 98.380859375, -49.0764372599
1433497355.0, 98.3828125, -49.077311926
1433497355.0, 98.384765625, -49.0781152678
1433497355.0, 98.38671875, -49.0780778948
1433497355.0, 98.388671875, -49.0772595856
1433497355.0, 98.390625, -49.0749981782
1433497355.0, 98.392578125, -49.0729870897
1433497355.0, 98.39453125, -49.0706851602
1433497355.0, 98.396484375, -49.0681741699
1433497355.0, 98.3984375, -49.0658668216
1433497355.0, 98.400390625, -49.0629352026
1433497355.0, 98.40234375, -49.0586162287
1433497355.0, 98.404296875, -49.0536783627
1433497355.0, 98.40625, -49.0495245276
1433497355.0, 98.408203125, -49.0487818316
1433497355.0, 98.41015625, -49.0442956284
1433497355.0, 98.412109375, -49.0368068451
1433497355.0, 98.4140625, -49.0286601382
1433497355.0, 98.416015625, -49.0203726786
1433497355.0, 98.41796875, -49.0123275693
1433497355.0, 98.419921875, -49.0037204867
1433497355.0, 98.421875, -48.9953858631
1433497355.0, 98.423828125, -48.986750058
1433497355.0, 98.42578125, -48.9774620381
1433497355.0, 98.427734375, -48.9678598856
1433497355.0, 98.4296875, -48.9582766375
1433497355.0, 98.431640625, -48.9481532553
1433497355.0, 98.43359375, -48.9374199184
1433497355.0, 98.435546875, -48.9270037785
1433497355.0, 98.4375, -48.9169880673
1433497355.0, 98.439453125, -48.9063506612
1433497355.0, 98.44140625, -48.8952307742
1433497355.0, 98.443359375, -48.8840296388
1433497355.0, 98.4453125, -48.8732066721
1433497355.0, 98.447265625, -48.8624910615
1433497355.0, 98.44921875, -48.8522371549
1433497355.0, 98.451171875, -48.841672672
1433497355.0, 98.453125, -48.8308001485
1433497355.0, 98.455078125, -48.8207613523
1433497355.0, 98.45703125, -48.8114155054
1433497355.0, 98.458984375, -48.8020954927
1433497355.0, 98.4609375, -48.7926745535
1433497355.0, 98.462890625, -48.7828189009
1433497355.0, 98.46484375, -48.7734502072
1433497355.0, 98.466796875, -48.7650621535
1433497355.0, 98.46875, -48.7567005285
1433497355.0, 98.470703125, -48.7487516627
1433497355.0, 98.47265625, -48.7405544544
1433497355.0, 98.474609375, -48.7330574133
1433497355.0, 98.4765625, -48.7263515097
1433497355.0, 98.478515625, -48.7207226766
1433497355.0, 98.48046875, -48.7151181901
1433497355.0, 98.482421875, -48.7101083137
1433497355.0, 98.484375, -48.7057043534
1433497355.0, 98.486328125, -48.7016159539
1433497355.0, 98.48828125, -48.6978434464
1433497355.0, 98.490234375, -48.6953403307
1433497355.0, 98.4921875, -48.6931452299
1433497355.0, 98.494140625, -48.6911853742
1433497355.0, 98.49609375, -48.6901235131
1433497355.0, 98.498046875, -48.6894115941
1433497355.0, 98.5, -48.68909545
1433497355.0, 98.501953125, -48.6892812372
1433497355.0, 98.50390625, -48.6904297027
1433497355.0, 98.505859375, -48.6920503163
1433497355.0, 98.5078125, -48.6941857329
1433497355.0, 98.509765625, -48.6970533033
1433497355.0, 98.51171875, -48.7000473729
1433497355.0, 98.513671875, -48.7039436726
1433497355.0, 98.515625, -48.7079288585
1433497355.0, 98.517578125, -48.7124873002
1433497355.0, 98.51953125, -48.7175164649
1433497355.0, 98.521484375, -48.7227969168
1433497355.0, 98.5234375, -48.7285041646
1433497355.0, 98.525390625, -48.7352376471
1433497355.0, 98.52734375, -48.7426509127
1433497355.0, 98.529296875, -48.7496833739
1433497355.0, 98.53125, -48.7573599022
1433497355.0, 98.533203125, -48.765418572
1433497355.0, 98.53515625, -48.7734479211
1433497355.0, 98.537109375, -48.7813668328
1433497355.0, 98.5390625, -48.7891300622
1433497355.0, 98.541015625, -48.7973924596
1433497355.0, 98.54296875, -48.8059937298
1433497355.0, 98.544921875, -48.8148427123
1433497355.0, 98.546875, -48.8239639647
1433497355.0, 98.548828125, -48.8332206877
1433497355.0, 98.55078125, -48.8427634222
1433497355.0, 98.552734375, -48.8519697995
1433497355.0, 98.5546875, -48.8612099501
1433497355.0, 98.556640625, -48.8707249703
1433497355.0, 98.55859375, -48.879175723
1433497355.0, 98.560546875, -48.8874361396
1433497355.0, 98.5625, -48.8957370307
1433497355.0, 98.564453125, -48.9036293922
1433497355.0, 98.56640625, -48.9115009462
1433497355.0, 98.568359375, -48.9196886458
1433497355.0, 98.5703125, -48.927511057
1433497355.0, 98.572265625, -48.935093817
1433497355.0, 98.57421875, -48.9421485653
1433497355.0, 98.576171875, -48.9495642331
1433497355.0, 98.578125, -48.957253382
1433497355.0, 98.580078125, -48.9642025036
1433497355.0, 98.58203125, -48.9708751595
1433497355.0, 98.583984375, -48.9773109858
1433497355.0, 98.5859375, -48.9833530695
1433497355.0, 98.587890625, -48.989141784
1433497355.0, 98.58984375, -48.9944835454
1433497355.0, 98.591796875, -48.9994235162
1433497355.0, 98.59375, -49.0043855008
1433497355.0, 98.595703125, -49.0092777963
1433497355.0, 98.59765625, -49.0140182899
1433497355.0, 98.599609375, -49.0189738661
1433497355.0, 98.6015625, -49.0236093681
1433497355.0, 98.603515625, -49.0277724123
1433497355.0, 98.60546875, -49.0315103037
1433497355.0, 98.607421875, -49.0338800513
1433497355.0, 98.609375, -49.0360920263
1433497355.0, 98.611328125, -49.0391826786
1433497355.0, 98.61328125, -49.0418586029
1433497355.0, 98.615234375, -49.0438705449
1433497355.0, 98.6171875, -49.0456987655
1433497355.0, 98.619140625, -49.0472431117
1433497355.0, 98.62109375, -49.048775548
1433497355.0, 98.623046875, -49.050579527
1433497355.0, 98.625, -49.0521317428
1433497355.0, 98.626953125, -49.0532868321
1433497355.0, 98.62890625, -49.0543673748
1433497355.0, 98.630859375, -49.0551821169
1433497355.0, 98.6328125, -49.0564355734
1433497355.0, 98.634765625, -49.0571707629
1433497355.0, 98.63671875, -49.057761052
1433497355.0, 98.638671875, -49.0579394823
1433497355.0, 98.640625, -49.0584788353
1433497355.0, 98.642578125, -49.0584671998
1433497355.0, 98.64453125, -49.0583292575
1433497355.0, 98.646484375, -49.0591327001
1433497355.0, 98.6484375, -49.0600252822
1433497355.0, 98.650390625, -49.0610536166
1433497355.0, 98.65234375, -49.0615984299
1433497355.0, 98.654296875, -49.061729014
1433497355.0, 98.65625, -49.0620998166
1433497355.0, 98.658203125, -49.0624858161
1433497355.0, 98.66015625, -49.0632917495
1433497355.0, 98.662109375, -49.0642277587
1433497355.0, 98.6640625, -49.064901509
1433497355.0, 98.666015625, -49.0652384997
1433497355.0, 98.66796875, -49.0657407765
1433497355.0, 98.669921875, -49.0669032799
1433497355.0, 98.671875, -49.0685539082
1433497355.0, 98.673828125, -49.0701367547
1433497355.0, 98.67578125, -49.0717319825
1433497355.0, 98.677734375, -49.07285145
1433497355.0, 98.6796875, -49.0749616999
1433497355.0, 98.681640625, -49.0773216426
1433497355.0, 98.68359375, -49.0790862718
1433497355.0, 98.685546875, -49.0819093434
1433497355.0, 98.6875, -49.0851315094
1433497355.0, 98.689453125, -49.0878964609
1433497355.0, 98.69140625, -49.0902930762
1433497355.0, 98.693359375, -49.0928656799
1433497355.0, 98.6953125, -49.0962058855
1433497355.0, 98.697265625, -49.1005182267
1433497355.0, 98.69921875, -49.1047004074
1433497355.0, 98.701171875, -49.1088534152
1433497355.0, 98.703125, -49.1133919539
1433497355.0, 98.705078125, -49.1184479573
1433497355.0, 98.70703125, -49.1238643597
1433497355.0, 98.708984375, -49.1299047173
1433497355.0, 98.7109375, -49.1356531231
1433497355.0, 98.712890625, -49.141249275
1433497355.0, 98.71484375, -49.1473076312
1433497355.0, 98.716796875, -49.1537857125
1433497355.0, 98.71875, -49.1603426591
1433497355.0, 98.720703125, -49.1672704124
1433497355.0, 98.72265625, -49.1742192569
1433497355.0, 98.724609375, -49.1813226085
1433497355.0, 98.7265625, -49.1888233714
1433497355.0, 98.728515625, -49.1959055516
1433497355.0, 98.73046875, -49.2031750427
1433497355.0, 98.732421875, -49.2112145095
1433497355.0, 98.734375, -49.2188141387
1433497355.0, 98.736328125, -49.2257288703
1433497355.0, 98.73828125, -49.2324854983
1433497355.0, 98.740234375, -49.23938869
1433497355.0, 98.7421875, -49.2460341617
1433497355.0, 98.744140625, -49.2523914942
1433497355.0, 98.74609375, -49.2590651376
1433497355.0, 98.748046875, -49.2655656678
1433497355.0, 98.75, -49.2716517653
1433497355.0, 98.751953125, -49.2772525315
1433497355.0, 98.75390625, -49.282600986
1433497355.0, 98.755859375, -49.2868346886
1433497355.0, 98.7578125, -49.2904195204
1433497355.0, 98.759765625, -49.2936151987
1433497355.0, 98.76171875, -49.2963142017
1433497355.0, 98.763671875, -49.2982653943
1433497355.0, 98.765625, -49.2989066875
1433497355.0, 98.767578125, -49.2994217445
1433497355.0, 98.76953125, -49.2995531838
1433497355.0, 98.771484375, -49.2983772519
1433497355.0, 98.7734375, -49.2966927794
1433497355.0, 98.775390625, -49.2935041279
1433497355.0, 98.77734375, -49.2893467918
1433497355.0, 98.779296875, -49.2843922813
1433497355.0, 98.78125, -49.2782675336
1433497355.0, 98.783203125, -49.2706284405
1433497355.0, 98.78515625, -49.2622699511
1433497355.0, 98.787109375, -49.25231365
1433497355.0, 98.7890625, -49.2408230126
1433497355.0, 98.791015625, -49.2282331096
1433497355.0, 98.79296875, -49.2147521494
1433497355.0, 98.794921875, -49.1996400128
1433497355.0, 98.796875, -49.1836920515
1433497355.0, 98.798828125, -49.1663831612
1433497355.0, 98.80078125, -49.147626287
1433497355.0, 98.802734375, -49.127195171
1433497355.0, 98.8046875, -49.1054266644
1433497355.0, 98.806640625, -49.0826716857
1433497355.0, 98.80859375, -49.0585750699
1433497355.0, 98.810546875, -49.0327050089
1433497355.0, 98.8125, -49.0061052919
1433497355.0, 98.814453125, -48.9781802251
1433497355.0, 98.81640625, -48.9494651748
1433497355.0, 98.818359375, -48.919431586
1433497355.0, 98.8203125, -48.8884377345
1433497355.0, 98.822265625, -48.8570546977
1433497355.0, 98.82421875, -48.8248354748
1433497355.0, 98.826171875, -48.7914049119
1433497355.0, 98.828125, -48.7568767827
1433497355.0, 98.830078125, -48.7222510067
1433497355.0, 98.83203125, -48.68711755
1433497355.0, 98.833984375, -48.6511130823
1433497355.0, 98.8359375, -48.6145788439
1433497355.0, 98.837890625, -48.5778023789
1433497355.0, 98.83984375, -48.540749449
1433497355.0, 98.841796875, -48.5035746965
1433497355.0, 98.84375, -48.4666967918
1433497355.0, 98.845703125, -48.4290194946
1433497355.0, 98.84765625, -48.3918199417
1433497355.0, 98.849609375, -48.3551556792
1433497355.0, 98.8515625, -48.3195889153
1433497355.0, 98.853515625, -48.2845042792
1433497355.0, 98.85546875, -48.2491006796
1433497355.0, 98.857421875, -48.2142398217
1433497355.0, 98.859375, -48.1801133569
1433497355.0, 98.861328125, -48.1478629791
1433497355.0, 98.86328125, -48.1161322718
1433497355.0, 98.865234375, -48.0853497276
1433497355.0, 98.8671875, -48.0559506771
1433497355.0, 98.869140625, -48.0274777959
1433497355.0, 98.87109375, -48.000886052
1433497355.0, 98.873046875, -47.9755594673
1433497355.0, 98.875, -47.9520931019
1433497355.0, 98.876953125, -47.9302122237
1433497355.0, 98.87890625, -47.9096079364
1433497355.0, 98.880859375, -47.8911478254
1433497355.0, 98.8828125, -47.8743509995
1433497355.0, 98.884765625, -47.8590479479
1433497355.0, 98.88671875, -47.8460544622
1433497355.0, 98.888671875, -47.8350950625
1433497355.0, 98.890625, -47.8260799543
1433497355.0, 98.892578125, -47.8191284111
1433497355.0, 98.89453125, -47.8134281502
1433497355.0, 98.896484375, -47.8101500223
1433497355.0, 98.8984375, -47.8092381934
1433497355.0, 98.900390625, -47.8104425426
1433497355.0, 98.90234375, -47.8133452547
1433497355.0, 98.904296875, -47.8181717439
1433497355.0, 98.90625, -47.8248385949
1433497355.0, 98.908203125, -47.8337124996
1433497355.0, 98.91015625, -47.8449496925
1433497355.0, 98.912109375, -47.8581852923
1433497355.0, 98.9140625, -47.8726714141
1433497355.0, 98.916015625, -47.8891809207
1433497355.0, 98.91796875, -47.9073434276
1433497355.0, 98.919921875, -47.9273360736
1433497355.0, 98.921875, -47.9491434834
1433497355.0, 98.923828125, -47.9721247847
1433497355.0, 98.92578125, -47.9964825051
1433497355.0, 98.927734375, -48.0226561972
1433497355.0, 98.9296875, -48.0496970843
1433497355.0, 98.931640625, -48.0781226437
1433497355.0, 98.93359375, -48.1080244698
1433497355.0, 98.935546875, -48.1382388863
1433497355.0, 98.9375, -48.1698099847
1433497355.0, 98.939453125, -48.2022052523
1433497355.0, 98.94140625, -48.2351172103
1433497355.0, 98.943359375, -48.2686170445
1433497355.0, 98.9453125, -48.3028495644
1433497355.0, 98.947265625, -48.3379233229
1433497355.0, 98.94921875, -48.3733503039
1433497355.0, 98.951171875, -48.4088624942
1433497355.0, 98.953125, -48.4445421942
1433497355.0, 98.955078125, -48.4807520743
1433497355.0, 98.95703125, -48.5168437781
1433497355.0, 98.958984375, -48.5525237732
1433497355.0, 98.9609375, -48.587440865
1433497355.0, 98.962890625, -48.6221102553
1433497355.0, 98.96484375, -48.6570785578
1433497355.0, 98.966796875, -48.6911848715
1433497355.0, 98.96875, -48.7247529651
1433497355.0, 98.970703125, -48.7580254483
1433497355.0, 98.97265625, -48.7903188698
1433497355.0, 98.974609375, -48.8222705335
1433497355.0, 98.9765625, -48.8533997536
1433497355.0, 98.978515625, -48.8837639495
1433497355.0, 98.98046875, -48.9133074347
1433497355.0, 98.982421875, -48.9419224645
1433497355.0, 98.984375, -48.9695196144
1433497355.0, 98.986328125, -48.995218565
1433497355.0, 98.98828125, -49.0206087207
1433497355.0, 98.990234375, -49.0443971425
1433497355.0, 98.9921875, -49.0677291063
1433497355.0, 98.994140625, -49.0891897565
1433497355.0, 98.99609375, -49.1092447822
1433497355.0, 98.998046875, -49.1294582937
1433497355.0, 99.0, -49.1487299243
1433497355.0, 99.001953125, -49.1662253239
1433497355.0, 99.00390625, -49.1828734709
1433497355.0, 99.005859375, -49.1978248059
1433497355.0, 99.0078125, -49.2120797695
1433497355.0, 99.009765625, -49.2254348881
1433497355.0, 99.01171875, -49.2373874468
1433497355.0, 99.013671875, -49.2481521914
1433497355.0, 99.015625, -49.2578027503
1433497355.0, 99.017578125, -49.2666356522
1433497355.0, 99.01953125, -49.274973542
1433497355.0, 99.021484375, -49.2818471815
1433497355.0, 99.0234375, -49.2878711421
1433497355.0, 99.025390625, -49.293129596
1433497355.0, 99.02734375, -49.2978702191
1433497355.0, 99.029296875, -49.301297857
1433497355.0, 99.03125, -49.3036344154
1433497355.0, 99.033203125, -49.3051846583
1433497355.0, 99.03515625, -49.3057724935
1433497355.0, 99.037109375, -49.3062302002
1433497355.0, 99.0390625, -49.3067123775
1433497355.0, 99.041015625, -49.3060719186
1433497355.0, 99.04296875, -49.3050939606
1433497355.0, 99.044921875, -49.303699514
1433497355.0, 99.046875, -49.3018091256
1433497355.0, 99.048828125, -49.2991788932
1433497355.0, 99.05078125, -49.2964588456
1433497355.0, 99.052734375, -49.2934747228
1433497355.0, 99.0546875, -49.2910719169
1433497355.0, 99.056640625, -49.288209854
1433497355.0, 99.05859375, -49.2846174327
1433497355.0, 99.060546875, -49.2811782257
1433497355.0, 99.0625, -49.2775980648
1433497355.0, 99.064453125, -49.273670565
1433497355.0, 99.06640625, -49.2696999258
1433497355.0, 99.068359375, -49.265929987
1433497355.0, 99.0703125, -49.2613961003
1433497355.0, 99.072265625, -49.2579528085
1433497355.0, 99.07421875, -49.2547476892
1433497355.0, 99.076171875, -49.2509896854
1433497355.0, 99.078125, -49.2477051919
1433497355.0, 99.080078125, -49.2442414239
1433497355.0, 99.08203125, -49.2413228293
1433497355.0, 99.083984375, -49.2388400195
1433497355.0, 99.0859375, -49.2363326064
1433497355.0, 99.087890625, -49.2341595234
1433497355.0, 99.08984375, -49.2317864447
1433497355.0, 99.091796875, -49.2301548623
1433497355.0, 99.09375, -49.228730777
1433497355.0, 99.095703125, -49.2271151673
1433497355.0, 99.09765625, -49.2253490165
1433497355.0, 99.099609375, -49.2244473051
1433497355.0, 99.1015625, -49.2239387525
1433497355.0, 99.103515625, -49.2241458076
1433497355.0, 99.10546875, -49.2242243704
1433497355.0, 99.107421875, -49.2247921228
1433497355.0, 99.109375, -49.2262084095
1433497355.0, 99.111328125, -49.2278776069
1433497355.0, 99.11328125, -49.2294966324
1433497355.0, 99.115234375, -49.2312491161
1433497355.0, 99.1171875, -49.2334474378
1433497355.0, 99.119140625, -49.2358746678
1433497355.0, 99.12109375, -49.2382412393
1433497355.0, 99.123046875, -49.2412663268
1433497355.0, 99.125, -49.2448491457
1433497355.0, 99.126953125, -49.2482994554
1433497355.0, 99.12890625, -49.2516899036
1433497355.0, 99.130859375, -49.2550940036
1433497355.0, 99.1328125, -49.2594121655
1433497355.0, 99.134765625, -49.2639882012
1433497355.0, 99.13671875, -49.2681876017
1433497355.0, 99.138671875, -49.2731970153
1433497355.0, 99.140625, -49.277822785
1433497355.0, 99.142578125, -49.2831730973
1433497355.0, 99.14453125, -49.2882114254
1433497355.0, 99.146484375, -49.2937067303
1433497355.0, 99.1484375, -49.2990867367
1433497355.0, 99.150390625, -49.3039014186
1433497355.0, 99.15234375, -49.3086459181
1433497355.0, 99.154296875, -49.3139554775
1433497355.0, 99.15625, -49.3196356248
1433497355.0, 99.158203125, -49.3248603858
1433497355.0, 99.16015625, -49.3297080573
1433497355.0, 99.162109375, -49.3346395326
1433497355.0, 99.1640625, -49.3395160707
1433497355.0, 99.166015625, -49.3439985754
1433497355.0, 99.16796875, -49.3486273216
1433497355.0, 99.169921875, -49.3535271488
1433497355.0, 99.171875, -49.3577846486
1433497355.0, 99.173828125, -49.3624194144
1433497355.0, 99.17578125, -49.3680022284
1433497355.0, 99.177734375, -49.3726570575
1433497355.0, 99.1796875, -49.3763012682
1433497355.0, 99.181640625, -49.3803364701
1433497355.0, 99.18359375, -49.3848971658
1433497355.0, 99.185546875, -49.3886341567
1433497355.0, 99.1875, -49.391326741
1433497355.0, 99.189453125, -49.3939986057
1433497355.0, 99.19140625, -49.396302803
1433497355.0, 99.193359375, -49.399252313
1433497355.0, 99.1953125, -49.4022524025
1433497355.0, 99.197265625, -49.4044016065
1433497355.0, 99.19921875, -49.4066907287
1433497355.0, 99.201171875, -49.4087561908
1433497355.0, 99.203125, -49.4109634695
1433497355.0, 99.205078125, -49.4133590024
1433497355.0, 99.20703125, -49.4150094844
1433497355.0, 99.208984375, -49.4163794842
1433497355.0, 99.2109375, -49.4173747681
1433497355.0, 99.212890625, -49.4180763379
1433497355.0, 99.21484375, -49.4187124937
1433497355.0, 99.216796875, -49.4190350097
1433497355.0, 99.21875, -49.4197018459
1433497355.0, 99.220703125, -49.4207074485
1433497355.0, 99.22265625, -49.4218000252
1433497355.0, 99.224609375, -49.4226385663
1433497355.0, 99.2265625, -49.423107696
1433497355.0, 99.228515625, -49.4231950602
1433497355.0, 99.23046875, -49.4233951703
1433497355.0, 99.232421875, -49.4234654913
1433497355.0, 99.234375, -49.423638152
1433497355.0, 99.236328125, -49.4239505784
1433497355.0, 99.23828125, -49.4240755387
1433497355.0, 99.240234375, -49.4240325198
1433497355.0, 99.2421875, -49.4240091517
1433497355.0, 99.244140625, -49.42500476
1433497355.0, 99.24609375, -49.4256936582
1433497355.0, 99.248046875, -49.4257806955
1433497355.0, 99.25, -49.4263408532
1433497355.0, 99.251953125, -49.4273360677
1433497355.0, 99.25390625, -49.4284893754
1433497355.0, 99.255859375, -49.4291770189
1433497355.0, 99.2578125, -49.4302399131
1433497355.0, 99.259765625, -49.4312204654
1433497355.0, 99.26171875, -49.4319686357
1433497355.0, 99.263671875, -49.4325947921
1433497355.0, 99.265625, -49.4335280186
1433497355.0, 99.267578125, -49.4351207556
1433497355.0, 99.26953125, -49.4363704878
1433497355.0, 99.271484375, -49.4374719969
1433497355.0, 99.2734375, -49.4389035362
1433497355.0, 99.275390625, -49.4403879871
1433497355.0, 99.27734375, -49.4422704541
1433497355.0, 99.279296875, -49.4444742538
1433497355.0, 99.28125, -49.4464499499
1433497355.0, 99.283203125, -49.448284125
1433497355.0, 99.28515625, -49.4508177725
1433497355.0, 99.287109375, -49.4529041627
1433497355.0, 99.2890625, -49.4549399196
1433497355.0, 99.291015625, -49.4566396999
1433497355.0, 99.29296875, -49.4582625901
1433497355.0, 99.294921875, -49.4604263738
1433497355.0, 99.296875, -49.4625792871
1433497355.0, 99.298828125, -49.465306159
1433497355.0, 99.30078125, -49.467269545
1433497355.0, 99.302734375, -49.4701910736
1433497355.0, 99.3046875, -49.4735073683
1433497355.0, 99.306640625, -49.4764599587
1433497355.0, 99.30859375, -49.4791833387
1433497355.0, 99.310546875, -49.4822020971
1433497355.0, 99.3125, -49.4849715409
1433497355.0, 99.314453125, -49.4878693565
1433497355.0, 99.31640625, -49.4905798031
1433497355.0, 99.318359375, -49.4926066773
1433497355.0, 99.3203125, -49.4947940772
1433497355.0, 99.322265625, -49.4974442874
1433497355.0, 99.32421875, -49.4996277255
1433497355.0, 99.326171875, -49.5016512501
1433497355.0, 99.328125, -49.5042374643
1433497355.0, 99.330078125, -49.5068852721
1433497355.0, 99.33203125, -49.5090912226
1433497355.0, 99.333984375, -49.5112205296
1433497355.0, 99.3359375, -49.5135704723
1433497355.0, 99.337890625, -49.5163681639
1433497355.0, 99.33984375, -49.5188352212
1433497355.0, 99.341796875, -49.520629365
1433497355.0, 99.34375, -49.5225453106
1433497355.0, 99.345703125, -49.5243533163
1433497355.0, 99.34765625, -49.5254265679
1433497355.0, 99.349609375, -49.526749559
1433497355.0, 99.3515625, -49.5277563184
1433497355.0, 99.353515625, -49.5291791858
1433497355.0, 99.35546875, -49.5302375306
1433497355.0, 99.357421875, -49.5314036442
1433497355.0, 99.359375, -49.532545384
1433497355.0, 99.361328125, -49.5337507458
1433497355.0, 99.36328125, -49.5348470871
1433497355.0, 99.365234375, -49.5354450552
1433497355.0, 99.3671875, -49.5365592594
1433497355.0, 99.369140625, -49.5376970767
1433497355.0, 99.37109375, -49.5381287754
1433497355.0, 99.373046875, -49.5381398662
1433497355.0, 99.375, -49.5385554158
1433497355.0, 99.376953125, -49.5388112541
1433497355.0, 99.37890625, -49.538572628
1433497355.0, 99.380859375, -49.538469726
1433497355.0, 99.3828125, -49.537337481
1433497355.0, 99.384765625, -49.5357302043
1433497355.0, 99.38671875, -49.5343675166
1433497355.0, 99.388671875, -49.5328345599
1433497355.0, 99.390625, -49.5309488003
1433497355.0, 99.392578125, -49.5278129525
1433497355.0, 99.39453125, -49.5247741758
1433497355.0, 99.396484375, -49.5232713834
1433497355.0, 99.3984375, -49.5215446083
1433497355.0, 99.400390625, -49.5191500073
1433497355.0, 99.40234375, -49.5166683005
1433497355.0, 99.404296875, -49.5142940567
1433497355.0, 99.40625, -49.5120996263
1433497355.0, 99.408203125, -49.5097033959
1433497355.0, 99.41015625, -49.507182846
1433497355.0, 99.412109375, -49.5041069732
1433497355.0, 99.4140625, -49.5011115647
1433497355.0, 99.416015625, -49.4976243342
1433497355.0, 99.41796875, -49.4942684746
1433497355.0, 99.419921875, -49.4913615797
1433497355.0, 99.421875, -49.4883872517
1433497355.0, 99.423828125, -49.4852156458
1433497355.0, 99.42578125, -49.4817297512
1433497355.0, 99.427734375, -49.4779945379
1433497355.0, 99.4296875, -49.4742186839
1433497355.0, 99.431640625, -49.470299946
1433497355.0, 99.43359375, -49.4662207337
1433497355.0, 99.435546875, -49.4631343045
1433497355.0, 99.4375, -49.460356727
1433497355.0, 99.439453125, -49.4575969681
1433497355.0, 99.44140625, -49.4553838362
1433497355.0, 99.443359375, -49.4529951602
1433497355.0, 99.4453125, -49.4500923908
1433497355.0, 99.447265625, -49.4476380734
1433497355.0, 99.44921875, -49.4458961032
1433497355.0, 99.451171875, -49.4447523834
1433497355.0, 99.453125, -49.4430269452
1433497355.0, 99.455078125, -49.4419579276
1433497355.0, 99.45703125, -49.4413351932
1433497355.0, 99.458984375, -49.4409680843
1433497355.0, 99.4609375, -49.4402876073
1433497355.0, 99.462890625, -49.4397940801
1433497355.0, 99.46484375, -49.4406963955
1433497355.0, 99.466796875, -49.441343886
1433497355.0, 99.46875, -49.4419686312
1433497355.0, 99.470703125, -49.4434334356
1433497355.0, 99.47265625, -49.4456031652
1433497355.0, 99.474609375, -49.4483519725
1433497355.0, 99.4765625, -49.450855375
1433497355.0, 99.478515625, -49.4539358109
1433497355.0, 99.48046875, -49.4580232139
1433497355.0, 99.482421875, -49.4627696838
1433497355.0, 99.484375, -49.4679093439
1433497355.0, 99.486328125, -49.4729798302
1433497355.0, 99.48828125, -49.4784247958
1433497355.0, 99.490234375, -49.4838157296
1433497355.0, 99.4921875, -49.4897637104
1433497355.0, 99.494140625, -49.4960358617
1433497355.0, 99.49609375, -49.5033742504
1433497355.0, 99.498046875, -49.5113764904
1433497355.0, 99.5, -49.5200718088
1433497355.0, 99.501953125, -49.5289062131
1433497355.0, 99.50390625, -49.5369768767
1433497355.0, 99.505859375, -49.5453580273
1433497355.0, 99.5078125, -49.5538764331
1433497355.0, 99.509765625, -49.5634373998
1433497355.0, 99.51171875, -49.5725259731
1433497355.0, 99.513671875, -49.5824609901
1433497355.0, 99.515625, -49.5927829904
1433497355.0, 99.517578125, -49.6028006378
1433497355.0, 99.51953125, -49.6127464261
1433497355.0, 99.521484375, -49.6228751271
1433497355.0, 99.5234375, -49.6335486598
1433497355.0, 99.525390625, -49.644413932
1433497355.0, 99.52734375, -49.655305883
1433497355.0, 99.529296875, -49.6664973129
1433497355.0, 99.53125, -49.6773032035
1433497355.0, 99.533203125, -49.688796288
1433497355.0, 99.53515625, -49.7004363958
1433497355.0, 99.537109375, -49.7114300379
1433497355.0, 99.5390625, -49.722379998
1433497355.0, 99.541015625, -49.7332341694
1433497355.0, 99.54296875, -49.7434305334
1433497355.0, 99.544921875, -49.7541368996
1433497355.0, 99.546875, -49.7642131888
1433497355.0, 99.548828125, -49.7746789684
1433497355.0, 99.55078125, -49.7847311056
1433497355.0, 99.552734375, -49.7944171246
1433497355.0, 99.5546875, -49.803884726
1433497355.0, 99.556640625, -49.812828872
1433497355.0, 99.55859375, -49.8217148216
1433497355.0, 99.560546875, -49.8307777961
1433497355.0, 99.5625, -49.8391953959
1433497355.0, 99.564453125, -49.8472181609
1433497355.0, 99.56640625, -49.8551941462
1433497355.0, 99.568359375, -49.8626221734
1433497355.0, 99.5703125, -49.8693037382
1433497355.0, 99.572265625, -49.8748399697
1433497355.0, 99.57421875, -49.8807921813
1433497355.0, 99.576171875, -49.8858550146
1433497355.0, 99.578125, -49.8908375062
1433497355.0, 99.580078125, -49.8959665328
1433497355.0, 99.58203125, -49.9007262338
1433497355.0, 99.583984375, -49.9045646493
1433497355.0, 99.5859375, -49.9082526918
1433497355.0, 99.587890625, -49.9121584943
1433497355.0, 99.58984375, -49.9153466553
1433497355.0, 99.591796875, -49.9184074371
1433497355.0, 99.59375, -49.9206235723
